index=0,user_id=50644,Time Difference,Weight
http://www.sephora.com/cicapair-tiger-grass-color-correcting-treatment-spf-30-P411540?om_mmc=aff-linkshare-redirect-TnL5HPStwNw&c3ch=Linkshare&c3nid=TnL5HPStwNw&affid=TnL5HPStwNw-MHeZJh2RUeMb0e4PAK31Jw&ranEAID=TnL5HPStwNw&ranMID=2417&ranSiteID=TnL5HPStwNw-MHeZJh2RUeMb0e4PAK31Jw&ranLinkID=10-1&browserdefault=true,2016-12-01,4,3
http://www.sephora.com/cicapair-tiger-grass-color-correcting-treatment-spf-30-P411540?om_mmc=aff-linkshare-redirect-TnL5HPStwNw&c3ch=Linkshare&c3nid=TnL5HPStwNw&affid=TnL5HPStwNw-MHeZJh2RUeMb0e4PAK31Jw&ranEAID=TnL5HPStwNw&ranMID=2417&ranSiteID=TnL5HPStwNw-MHeZJh2RUeMb0e4PAK31Jw&ranLinkID=10-1&browserdefault=true,2016-12-01,4,3
http://www.sephora.com/affiliates.jsp?site=linkshare&url=http%3A%2F%2Fwww.sephora.com%2Fcicapair%2Dtiger%2Dgrass%2Dcolor%2Dcorrecting%2Dtreatment%2Dspf%2D30%2DP411540%3Fom_mmc%3Daff-linkshare-redirect-TnL5HPStwNw%26c3ch%3DLinkshare%26c3nid%3DTnL5HPStwNw%26affid%3DTnL5HPStwNw-MHeZJh2RUeMb0e4PAK31Jw%26ranEAID%3DTnL5HPStwNw%26ranMID%3D2417%26ranSiteID%3DTnL5HPStwNw-MHeZJh2RUeMb0e4PAK31Jw%26ranLinkID%3D10-1%26browserdefault%3Dtrue&siteID=TnL5HPStwNw-MHeZJh2RUeMb0e4PAK31Jw,2016-12-01,4,3
http://www.glamour.com/story/dr-jart-cicapair-tiger-grass-color-correcter-review?mbid=social_pinterest_referral,2016-12-01,4,3
http://www.sephora.com/bath-gift-sets,2016-12-01,4,3
http://www.sephora.com/bath-gift-sets,2016-12-01,4,3
http://www.sephora.com/?om_mmc=oth-tum,2016-12-01,4,3
http://theglossy.sephora.com/articles/1868/character-study-pat-mcgrath?stm_cat=News&stm_prods=yes&stm_type=image,2016-12-01,4,3
http://theglossy.sephora.com/articles/944/mom-gift-guide-%3Fstm_cat%3DNews,2016-12-01,4,3
http://theglossy.sephora.com/articles/944/mom-gift-guide-%3Fstm_cat%3DNews,2016-12-01,4,3
http://www.sephora.com/search/saleResults.jsp?keyword=Sale&topNav=true&sale=true&node=1050077,2016-12-01,4,3
http://www.sephora.com/search/saleResults.jsp?keyword=Sale&topNav=true&sale=true&node=1050077,2016-12-01,4,3
http://www.sephora.com/search/saleResults.jsp?keyword=Sale&topNav=true,2016-12-01,4,3
http://www.sephora.com/bath-set-gifts,2016-12-01,4,3
http://www.sephora.com/bath-set-gifts,2016-12-01,4,3
http://www.sephora.com/gifts-for-her,2016-12-01,4,3
http://www.sephora.com/gifts-for-her,2016-12-01,4,3
http://www.sephora.com/,2016-12-01,4,3
http://www.sephora.com/,2016-12-01,4,3
https://www.yelp.com/map/sabrinas-cafe-philadelphia-29?start=barnes%20foundation&mode=walking,2016-12-01,4,3
https://www.yelp.com/nyc,2016-12-01,4,3
https://www.yelp.com/nyc,2016-12-01,4,3
https://www.yelp.com/biz/anna-inspiring-jewellery-manhattan,2016-12-01,4,3
https://www.yelp.com/biz/anna-inspiring-jewellery-manhattan,2016-11-30,5,2
https://www.yelp.com/biz/anna-inspiring-jewellery-manhattan,2016-11-30,5,2
